,Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count
4881,Volkswagen,Tiguan,2014,2.2,Hybrid,Manual,113037,4,1
4882,Ford,Fiesta,2021,3.5,Electric,Manual,240581,2,5
4883,Hyundai,Elantra,2011,2.9,Diesel,Automatic,129776,2,4
4884,Chevrolet,Impala,2007,2.0,Electric,Semi-Automatic,109453,3,3
4885,Ford,Explorer,2013,3.9,Electric,Automatic,36738,4,5
4886,BMW,X5,2014,3.6,Diesel,Manual,193268,2,5
4887,Audi,A4,2019,4.1,Diesel,Semi-Automatic,181617,5,5
4888,Volkswagen,Passat,2007,1.6,Petrol,Automatic,88320,2,1
4889,Volkswagen,Tiguan,2017,4.0,Petrol,Automatic,229856,2,2
4890,Honda,Civic,2004,1.8,Petrol,Automatic,119745,3,2
4891,Chevrolet,Impala,2004,1.2,Electric,Semi-Automatic,132112,5,1
4892,Ford,Focus,2005,4.3,Diesel,Automatic,179568,3,1
4893,Chevrolet,Impala,2023,1.6,Diesel,Automatic,112043,2,4
4894,Chevrolet,Malibu,2002,2.2,Hybrid,Automatic,51457,5,3
4895,Chevrolet,Impala,2003,1.6,Hybrid,Manual,121133,2,1
4896,Toyota,Camry,2004,4.4,Diesel,Semi-Automatic,137461,4,5
4897,Volkswagen,Passat,2006,1.9,Diesel,Semi-Automatic,189664,4,1
4898,Hyundai,Sonata,2018,4.2,Petrol,Automatic,57590,3,3
4899,Audi,A4,2013,2.0,Diesel,Manual,57287,2,3
4900,Ford,Focus,2006,4.0,Diesel,Automatic,25900,5,2
4901,Hyundai,Sonata,2015,3.1,Petrol,Semi-Automatic,203562,4,3
4902,Kia,Sportage,2009,2.1,Electric,Semi-Automatic,141534,3,4
4903,Toyota,Camry,2004,2.6,Hybrid,Manual,272288,4,3
4904,Hyundai,Elantra,2012,1.0,Diesel,Manual,207163,3,4
4905,Volkswagen,Tiguan,2015,4.6,Hybrid,Automatic,116791,5,5
4906,Volkswagen,Passat,2017,1.1,Electric,Semi-Automatic,284501,2,5
4907,Honda,CR-V,2016,4.9,Electric,Automatic,118813,4,1
4908,Toyota,Camry,2020,4.6,Petrol,Automatic,184309,2,4
4909,Mercedes,C-Class,2017,2.0,Diesel,Semi-Automatic,10721,3,3
4910,Ford,Focus,2014,3.6,Petrol,Manual,141452,5,1
4911,Volkswagen,Golf,2010,2.4,Electric,Semi-Automatic,291045,4,1
4912,Toyota,Camry,2003,2.9,Petrol,Semi-Automatic,182498,4,4
4913,Ford,Fiesta,2022,1.7,Diesel,Automatic,130630,5,4
4914,Honda,Civic,2023,2.9,Diesel,Semi-Automatic,209776,3,3
4915,Mercedes,E-Class,2021,4.5,Electric,Manual,166297,4,1
4916,Honda,Civic,2014,3.6,Hybrid,Automatic,144755,5,2
4917,Mercedes,E-Class,2008,2.4,Diesel,Automatic,10501,5,5
4918,Audi,A3,2023,2.9,Petrol,Semi-Automatic,116400,3,4
4919,Audi,A3,2021,2.0,Electric,Manual,193207,4,2
4920,Chevrolet,Impala,2000,2.5,Petrol,Manual,224322,3,4
4921,Ford,Focus,2019,2.2,Electric,Manual,83009,4,1
4922,Audi,A3,2018,2.4,Hybrid,Automatic,229468,3,4
4923,Toyota,Corolla,2005,1.0,Electric,Manual,217030,2,4
4924,Honda,CR-V,2001,2.0,Petrol,Automatic,116633,5,5
4925,Honda,Accord,2001,4.6,Petrol,Manual,281996,2,1
4926,Hyundai,Elantra,2016,3.5,Electric,Semi-Automatic,249659,3,3
4927,Volkswagen,Golf,2002,4.8,Petrol,Semi-Automatic,234282,5,3
4928,Hyundai,Tucson,2021,1.1,Hybrid,Semi-Automatic,251430,5,5
4929,Honda,CR-V,2016,4.3,Petrol,Semi-Automatic,299754,2,2
4930,Hyundai,Tucson,2003,4.0,Electric,Semi-Automatic,264192,4,3
4931,Ford,Fiesta,2022,1.9,Hybrid,Manual,6260,5,1
4932,Honda,Accord,2003,2.3,Petrol,Semi-Automatic,120658,4,2
4933,Audi,Q5,2012,2.5,Diesel,Manual,267628,2,4
4934,Honda,Civic,2016,1.5,Electric,Semi-Automatic,6248,5,1
4935,Mercedes,E-Class,2020,3.6,Diesel,Automatic,29521,3,5
4936,Mercedes,C-Class,2018,1.2,Diesel,Automatic,237046,3,4
4937,Chevrolet,Malibu,2005,1.3,Petrol,Semi-Automatic,98813,5,5
4938,Chevrolet,Malibu,2000,2.0,Diesel,Manual,151821,4,4
4939,Audi,A4,2001,3.5,Hybrid,Manual,251686,4,2
4940,Kia,Rio,2022,3.2,Electric,Automatic,207165,2,4
4941,Mercedes,C-Class,2021,1.4,Electric,Automatic,126699,5,4
4942,Chevrolet,Malibu,2010,3.8,Diesel,Manual,146879,2,2
4943,Kia,Optima,2019,1.3,Electric,Manual,209699,3,4
4944,Ford,Focus,2010,2.4,Hybrid,Automatic,126169,2,5
4945,Honda,Civic,2006,3.9,Diesel,Semi-Automatic,214980,2,3
4946,Ford,Fiesta,2008,3.6,Hybrid,Manual,178809,5,2
4947,Volkswagen,Golf,2020,3.3,Electric,Automatic,95581,4,2
4948,Audi,A4,2001,2.0,Electric,Semi-Automatic,144439,2,5
4949,Chevrolet,Impala,2010,4.6,Petrol,Manual,59267,4,2
4950,Mercedes,C-Class,2017,4.6,Petrol,Automatic,233357,4,1
4951,Ford,Explorer,2002,3.6,Diesel,Semi-Automatic,56722,5,4
4952,Volkswagen,Tiguan,2003,2.8,Electric,Automatic,201488,4,2
4953,Toyota,Camry,2022,4.1,Electric,Semi-Automatic,225670,4,4
4954,Honda,Accord,2012,1.8,Electric,Automatic,267150,4,5
4955,Audi,A4,2019,4.5,Petrol,Automatic,244818,3,5
4956,Hyundai,Elantra,2011,4.0,Petrol,Manual,178485,5,4
4957,Kia,Rio,2002,2.6,Hybrid,Semi-Automatic,219752,2,1
4958,Hyundai,Sonata,2006,4.6,Petrol,Manual,99528,5,2
4959,Volkswagen,Golf,2008,2.0,Hybrid,Manual,31438,2,2
4960,Toyota,Corolla,2002,1.2,Petrol,Automatic,148740,5,5
4961,BMW,X5,2000,3.8,Diesel,Automatic,18836,4,4
4962,Toyota,Corolla,2002,2.8,Electric,Automatic,211794,4,4
4963,Chevrolet,Malibu,2001,4.3,Electric,Manual,201932,5,5
4964,Toyota,Camry,2005,2.7,Petrol,Manual,124590,2,2
4965,Volkswagen,Passat,2017,4.8,Hybrid,Semi-Automatic,187136,5,5
4966,Chevrolet,Impala,2020,4.6,Electric,Automatic,130431,5,5
4967,Audi,Q5,2023,2.2,Diesel,Automatic,124452,5,2
4968,Chevrolet,Impala,2001,2.7,Hybrid,Automatic,292575,3,5
4969,Ford,Explorer,2016,1.2,Hybrid,Semi-Automatic,5659,2,3
4970,Chevrolet,Equinox,2006,1.3,Petrol,Automatic,276465,5,1
4971,Mercedes,E-Class,2018,3.4,Electric,Automatic,225654,3,2
4972,BMW,3 Series,2016,3.1,Diesel,Automatic,59765,2,2
4973,Mercedes,E-Class,2014,2.9,Diesel,Manual,105427,3,5
4974,BMW,X5,2005,3.7,Petrol,Semi-Automatic,115844,2,3
4975,Ford,Focus,2006,1.8,Petrol,Automatic,290915,5,5
4976,Mercedes,E-Class,2014,4.5,Hybrid,Manual,162543,4,3
4977,Mercedes,GLA,2018,4.1,Electric,Automatic,186690,4,2
4978,BMW,3 Series,2018,4.9,Petrol,Automatic,126701,5,5
4979,Audi,A4,2015,3.8,Diesel,Manual,244038,4,2
4980,BMW,5 Series,2003,3.7,Petrol,Semi-Automatic,148815,5,1
4981,BMW,3 Series,2020,4.1,Electric,Manual,8111,4,2
4982,Audi,A4,2022,1.4,Hybrid,Semi-Automatic,232385,2,4
4983,Volkswagen,Passat,2017,3.7,Electric,Manual,86463,2,3
4984,Audi,A4,2005,4.2,Hybrid,Manual,116904,4,3
4985,Toyota,RAV4,2018,4.8,Petrol,Semi-Automatic,58612,4,3
4986,Hyundai,Sonata,2011,3.1,Diesel,Manual,132448,5,3
4987,Honda,Accord,2021,3.5,Diesel,Automatic,244748,5,5
4988,Hyundai,Elantra,2003,2.7,Diesel,Manual,150497,2,5
4989,Kia,Optima,2016,2.2,Diesel,Semi-Automatic,287720,2,2
4990,Honda,Civic,2003,2.9,Electric,Manual,32266,4,1
4991,Kia,Sportage,2007,4.6,Hybrid,Automatic,86931,5,3
4992,Chevrolet,Impala,2005,4.6,Diesel,Automatic,66725,5,3
4993,Ford,Explorer,2005,4.1,Hybrid,Manual,85536,5,1
4994,Ford,Explorer,2019,1.0,Electric,Manual,33680,3,3
4995,Honda,CR-V,2016,1.0,Diesel,Manual,152865,5,5
4996,Mercedes,E-Class,2004,3.6,Hybrid,Automatic,2810,5,3
4997,Mercedes,C-Class,2010,2.0,Hybrid,Automatic,212019,5,1
4998,BMW,5 Series,2009,1.2,Petrol,Manual,165992,4,2
4999,Kia,Optima,2012,4.5,Diesel,Semi-Automatic,112693,4,3
5000,Hyundai,Elantra,2001,1.0,Petrol,Semi-Automatic,4557,4,3
5001,Honda,Accord,2021,1.9,Petrol,Manual,29518,2,1
5002,Volkswagen,Golf,2016,4.5,Electric,Automatic,179925,5,4
5003,Ford,Fiesta,2023,4.8,Hybrid,Semi-Automatic,209679,5,4
5004,Kia,Sportage,2022,1.3,Hybrid,Semi-Automatic,239136,2,4
5005,BMW,5 Series,2021,3.6,Petrol,Manual,171034,5,1
5006,Volkswagen,Tiguan,2001,5.0,Hybrid,Semi-Automatic,255834,3,3
5007,Volkswagen,Passat,2000,4.5,Petrol,Manual,179413,3,3
5008,Audi,A3,2012,4.3,Diesel,Manual,24069,5,2
5009,BMW,5 Series,2017,1.3,Hybrid,Semi-Automatic,1622,5,3
5010,Hyundai,Sonata,2016,2.8,Petrol,Semi-Automatic,285357,2,5
5011,Volkswagen,Golf,2016,2.1,Petrol,Semi-Automatic,5834,2,4
5012,Toyota,RAV4,2007,3.7,Electric,Manual,298099,5,1
5013,Ford,Explorer,2021,4.1,Hybrid,Automatic,73569,4,1
5014,Honda,CR-V,2008,2.4,Petrol,Manual,32723,4,2
5015,Kia,Rio,2006,1.4,Petrol,Semi-Automatic,227710,5,3
5016,Toyota,Camry,2001,1.4,Electric,Semi-Automatic,144406,3,5
5017,Mercedes,C-Class,2009,2.5,Electric,Manual,271667,3,3
5018,Volkswagen,Golf,2011,1.1,Hybrid,Semi-Automatic,229777,3,1
5019,BMW,5 Series,2022,1.2,Hybrid,Manual,146192,5,5
5020,Kia,Rio,2021,2.5,Hybrid,Semi-Automatic,132442,5,5
5021,Toyota,Camry,2001,1.4,Hybrid,Semi-Automatic,109297,2,2
5022,Volkswagen,Passat,2022,3.4,Electric,Automatic,257717,4,3
5023,Volkswagen,Passat,2005,3.1,Petrol,Semi-Automatic,130573,4,1
5024,Ford,Explorer,2012,2.7,Diesel,Manual,41569,3,5
5025,Volkswagen,Tiguan,2012,2.9,Hybrid,Semi-Automatic,265669,3,3
5026,Chevrolet,Malibu,2007,2.5,Petrol,Automatic,294846,4,5
5027,Audi,A3,2013,2.8,Petrol,Automatic,226670,4,5
5028,Chevrolet,Equinox,2019,3.2,Diesel,Semi-Automatic,222626,2,5
5029,Ford,Fiesta,2019,1.2,Hybrid,Manual,240570,2,2
5030,Ford,Fiesta,2020,3.3,Hybrid,Automatic,236487,5,5
5031,Ford,Focus,2006,3.2,Petrol,Semi-Automatic,273224,2,1
5032,Hyundai,Elantra,2007,1.7,Diesel,Manual,62117,5,1
5033,Ford,Explorer,2011,4.4,Hybrid,Manual,34906,3,1
5034,Toyota,RAV4,2002,2.8,Hybrid,Manual,62045,4,3
5035,Chevrolet,Impala,2002,3.4,Diesel,Manual,114107,4,3
5036,Toyota,Corolla,2006,2.0,Hybrid,Manual,32557,3,3
5037,Chevrolet,Malibu,2000,1.4,Hybrid,Automatic,163136,4,1
5038,Hyundai,Tucson,2018,1.6,Diesel,Manual,88716,3,1
5039,Hyundai,Sonata,2016,1.7,Diesel,Manual,145588,2,5
5040,Hyundai,Tucson,2023,2.9,Hybrid,Automatic,152302,5,2
5041,Volkswagen,Passat,2009,1.2,Hybrid,Semi-Automatic,133585,3,1
5042,Chevrolet,Impala,2021,2.0,Diesel,Manual,33019,2,4
5043,Kia,Sportage,2014,4.7,Electric,Manual,146386,3,2
5044,Mercedes,C-Class,2002,4.1,Electric,Manual,78267,4,5
5045,Kia,Rio,2020,4.7,Diesel,Semi-Automatic,136360,4,1
5046,Ford,Explorer,2006,4.9,Diesel,Manual,256466,4,5
5047,Audi,A4,2016,3.7,Petrol,Semi-Automatic,35971,3,4
5048,Ford,Focus,2012,3.4,Petrol,Manual,94189,5,2
5049,Honda,Civic,2011,3.3,Hybrid,Manual,259656,2,3
5050,Audi,Q5,2003,3.5,Hybrid,Manual,9650,2,4
5051,Volkswagen,Tiguan,2001,3.3,Diesel,Semi-Automatic,89757,3,4
5052,Kia,Rio,2009,3.3,Hybrid,Semi-Automatic,236792,5,2
5053,Mercedes,C-Class,2000,2.9,Hybrid,Automatic,15565,3,2
5054,Mercedes,E-Class,2014,2.9,Petrol,Semi-Automatic,84788,5,3
5055,Ford,Explorer,2020,4.5,Hybrid,Automatic,178797,4,4
5056,Hyundai,Tucson,2019,1.6,Diesel,Automatic,134284,2,5
5057,Kia,Optima,2021,4.9,Hybrid,Manual,7865,5,2
5058,Volkswagen,Passat,2015,1.7,Diesel,Manual,11098,4,2
5059,Mercedes,C-Class,2008,4.6,Diesel,Semi-Automatic,134491,3,5
5060,Mercedes,E-Class,2013,1.6,Petrol,Manual,59083,2,1
5061,Mercedes,C-Class,2012,2.0,Diesel,Manual,183085,3,5
5062,Honda,Accord,2013,4.3,Hybrid,Automatic,298576,2,3
5063,Audi,Q5,2019,4.6,Electric,Semi-Automatic,252801,5,3
5064,Chevrolet,Equinox,2021,4.8,Diesel,Automatic,89746,3,4
5065,Chevrolet,Equinox,2007,4.6,Petrol,Automatic,264351,3,1
5066,Ford,Explorer,2020,4.7,Hybrid,Automatic,54878,4,5
5067,Chevrolet,Malibu,2019,3.3,Electric,Semi-Automatic,295893,3,2
5068,Chevrolet,Malibu,2006,3.4,Hybrid,Manual,5097,2,3
5069,Honda,Accord,2005,4.9,Diesel,Semi-Automatic,54355,5,1
5070,Audi,A3,2014,2.5,Diesel,Semi-Automatic,171850,3,2
5071,Volkswagen,Golf,2019,3.7,Petrol,Manual,159318,3,1
5072,Kia,Optima,2020,4.3,Electric,Automatic,274031,3,5
5073,Honda,CR-V,2015,2.6,Petrol,Manual,216068,4,5
5074,Mercedes,C-Class,2023,2.3,Diesel,Automatic,190775,3,5
5075,Audi,A4,2023,4.0,Diesel,Automatic,259337,5,3
5076,Toyota,RAV4,2019,4.5,Electric,Semi-Automatic,201176,5,1
5077,Chevrolet,Impala,2007,3.6,Hybrid,Manual,10305,3,1
5078,BMW,3 Series,2007,2.2,Petrol,Automatic,78043,3,5
5079,Mercedes,C-Class,2023,1.9,Petrol,Manual,93969,4,5
5080,Volkswagen,Golf,2008,1.6,Diesel,Automatic,28352,2,4
5081,Audi,A4,2017,4.8,Petrol,Automatic,47216,5,5
5082,Hyundai,Sonata,2008,4.3,Hybrid,Automatic,289750,5,3
5083,Kia,Optima,2013,4.2,Diesel,Semi-Automatic,166953,5,5
5084,Volkswagen,Tiguan,2012,1.9,Hybrid,Manual,75263,3,1
5085,BMW,X5,2017,2.7,Petrol,Automatic,145980,4,1
5086,Honda,Civic,2023,1.6,Electric,Automatic,114740,3,3
5087,Kia,Sportage,2015,1.8,Hybrid,Semi-Automatic,19111,4,3
5088,Kia,Optima,2021,1.9,Diesel,Semi-Automatic,197398,5,1
5089,Ford,Fiesta,2013,3.5,Electric,Automatic,27879,2,4
5090,Mercedes,E-Class,2012,2.7,Hybrid,Semi-Automatic,184680,3,3
5091,Chevrolet,Malibu,2011,3.8,Electric,Automatic,8371,3,2
5092,BMW,3 Series,2016,1.6,Electric,Semi-Automatic,19827,5,2
5093,BMW,5 Series,2001,4.6,Hybrid,Semi-Automatic,102282,4,3
5094,Hyundai,Tucson,2006,3.0,Hybrid,Manual,146248,4,2
5095,Ford,Focus,2002,3.4,Electric,Semi-Automatic,233745,5,5
5096,Ford,Explorer,2011,3.0,Diesel,Automatic,297131,3,3
5097,Kia,Optima,2007,4.3,Diesel,Semi-Automatic,17773,5,2
5098,Honda,Accord,2010,2.5,Hybrid,Semi-Automatic,135477,5,2
5099,BMW,3 Series,2011,2.4,Diesel,Manual,57160,2,2
5100,Toyota,Corolla,2023,3.0,Electric,Manual,271528,5,1
5101,Kia,Sportage,2006,3.2,Diesel,Semi-Automatic,253704,3,5
5102,Hyundai,Tucson,2002,3.8,Hybrid,Automatic,274808,3,1
5103,Hyundai,Sonata,2014,2.4,Diesel,Manual,124229,2,5
5104,Chevrolet,Impala,2017,4.0,Diesel,Automatic,30300,2,3
5105,Mercedes,GLA,2009,4.6,Electric,Automatic,251532,4,4
5106,Audi,A4,2011,3.8,Hybrid,Manual,176080,5,3
5107,Chevrolet,Impala,2022,3.7,Diesel,Manual,288455,2,4
5108,Chevrolet,Malibu,2017,4.1,Electric,Manual,3945,2,4
5109,Mercedes,GLA,2009,4.3,Diesel,Automatic,68858,3,1
5110,Honda,CR-V,2013,4.4,Petrol,Automatic,152998,4,2
5111,BMW,3 Series,2020,4.7,Diesel,Semi-Automatic,241382,2,1
5112,Honda,Civic,2013,4.9,Electric,Semi-Automatic,150552,2,5
5113,Honda,Civic,2019,1.9,Petrol,Manual,6120,4,5
5114,Mercedes,GLA,2014,3.5,Diesel,Manual,28412,2,1
5115,Hyundai,Tucson,2010,1.5,Electric,Manual,64600,4,1
5116,Hyundai,Tucson,2007,2.4,Petrol,Semi-Automatic,52610,5,1
5117,Volkswagen,Passat,2011,3.9,Diesel,Automatic,108980,3,5
5118,Hyundai,Sonata,2020,3.7,Petrol,Automatic,94279,5,1
5119,Chevrolet,Equinox,2001,3.9,Diesel,Automatic,295409,5,2
5120,BMW,5 Series,2000,3.7,Petrol,Manual,255854,5,1
5121,Audi,Q5,2023,2.2,Electric,Semi-Automatic,210515,4,4
5122,Toyota,Corolla,2015,2.8,Electric,Semi-Automatic,39322,3,3
5123,Chevrolet,Equinox,2022,4.0,Hybrid,Automatic,227708,2,2
5124,Chevrolet,Equinox,2010,4.9,Hybrid,Manual,122265,3,5
5125,Audi,A3,2018,3.4,Hybrid,Automatic,203904,3,1
5126,BMW,5 Series,2022,3.2,Electric,Semi-Automatic,95298,4,4
5127,Kia,Rio,2016,1.3,Electric,Automatic,152889,2,3
5128,Audi,A3,2018,4.1,Hybrid,Semi-Automatic,174581,2,2
5129,Ford,Focus,2012,4.0,Petrol,Automatic,112245,4,3
5130,Honda,Civic,2019,3.1,Electric,Semi-Automatic,244576,2,1
5131,Audi,A4,2002,4.3,Diesel,Manual,190432,5,2
5132,Toyota,RAV4,2012,3.3,Diesel,Semi-Automatic,229540,3,5
5133,Volkswagen,Golf,2014,3.5,Petrol,Semi-Automatic,10313,5,1
5134,Volkswagen,Golf,2007,1.5,Diesel,Manual,108975,4,5
5135,Hyundai,Elantra,2001,1.7,Diesel,Manual,96682,3,2
5136,Chevrolet,Impala,2005,1.3,Hybrid,Semi-Automatic,259845,4,1
5137,Kia,Sportage,2023,2.6,Hybrid,Manual,12782,4,5
5138,BMW,5 Series,2010,4.4,Petrol,Automatic,100916,5,1
5139,Hyundai,Elantra,2021,1.3,Petrol,Semi-Automatic,224450,4,5
5140,Audi,Q5,2020,1.6,Petrol,Manual,216535,5,2
5141,Audi,A4,2010,1.3,Hybrid,Manual,296477,5,1
5142,Chevrolet,Equinox,2008,3.4,Electric,Automatic,10514,4,4
5143,Toyota,RAV4,2007,4.1,Hybrid,Semi-Automatic,48779,4,3
5144,Chevrolet,Equinox,2017,1.5,Diesel,Automatic,21348,2,3
5145,Kia,Sportage,2002,1.7,Diesel,Automatic,216695,4,5
5146,Chevrolet,Malibu,2012,4.4,Electric,Semi-Automatic,32248,4,5
5147,Mercedes,GLA,2006,2.2,Petrol,Semi-Automatic,273418,2,1
5148,Ford,Focus,2022,2.8,Petrol,Semi-Automatic,237066,4,4
5149,Honda,Accord,2016,2.1,Electric,Semi-Automatic,45443,3,5
5150,Honda,Accord,2017,1.3,Diesel,Semi-Automatic,207159,4,3
5151,BMW,3 Series,2019,4.1,Petrol,Manual,278533,2,3
5152,Ford,Explorer,2001,4.3,Diesel,Manual,151405,3,1
5153,Hyundai,Elantra,2008,1.2,Petrol,Automatic,143247,2,2
5154,Chevrolet,Equinox,2004,3.2,Diesel,Manual,74664,4,4
5155,Volkswagen,Golf,2009,4.8,Petrol,Automatic,23300,4,1
5156,Toyota,Camry,2014,1.5,Petrol,Semi-Automatic,11197,3,1
5157,Kia,Sportage,2011,3.1,Electric,Manual,31392,3,4
5158,Ford,Focus,2020,2.1,Diesel,Automatic,57798,2,2
5159,Honda,Accord,2004,3.3,Electric,Semi-Automatic,261564,3,5
5160,BMW,5 Series,2002,4.6,Diesel,Semi-Automatic,110524,3,2
5161,Ford,Fiesta,2012,2.4,Diesel,Manual,127719,3,2
5162,Mercedes,GLA,2016,4.3,Petrol,Semi-Automatic,2209,5,1
5163,Honda,Accord,2014,1.7,Petrol,Semi-Automatic,245079,3,5
5164,Honda,Accord,2011,2.7,Diesel,Semi-Automatic,245324,5,3
5165,Mercedes,GLA,2022,4.3,Electric,Semi-Automatic,230697,5,3
5166,Volkswagen,Passat,2022,4.1,Electric,Semi-Automatic,85911,3,5
5167,Audi,A3,2012,4.6,Petrol,Semi-Automatic,156267,2,2
5168,Audi,A3,2015,1.9,Hybrid,Manual,169511,4,4
5169,Chevrolet,Impala,2013,3.5,Hybrid,Automatic,294864,4,5
5170,BMW,5 Series,2005,1.5,Petrol,Semi-Automatic,235838,3,3
5171,Chevrolet,Malibu,2016,1.4,Petrol,Semi-Automatic,10487,4,1
5172,Toyota,Camry,2015,3.7,Petrol,Semi-Automatic,247840,2,4
5173,Audi,A3,2019,2.7,Electric,Manual,102946,5,4
5174,Mercedes,C-Class,2016,4.6,Hybrid,Semi-Automatic,284758,3,3
5175,Hyundai,Sonata,2003,2.3,Diesel,Manual,81667,5,2
5176,BMW,X5,2021,1.2,Electric,Manual,145314,5,5
5177,BMW,X5,2007,1.4,Diesel,Manual,259110,4,3
5178,BMW,5 Series,2001,2.9,Electric,Semi-Automatic,146906,4,2
5179,Toyota,RAV4,2017,4.1,Hybrid,Semi-Automatic,251465,5,3
5180,BMW,3 Series,2000,4.6,Hybrid,Automatic,283980,2,4
5181,Mercedes,C-Class,2020,1.2,Electric,Semi-Automatic,151441,4,5
5182,Chevrolet,Malibu,2014,4.6,Petrol,Semi-Automatic,136120,2,1
5183,Ford,Focus,2015,2.2,Electric,Manual,73374,2,4
5184,Volkswagen,Golf,2008,2.5,Hybrid,Semi-Automatic,29154,4,3
5185,Volkswagen,Passat,2006,1.0,Hybrid,Manual,76240,5,1
5186,Mercedes,C-Class,2023,2.5,Petrol,Manual,165125,5,3
5187,Audi,A4,2007,3.4,Diesel,Manual,277857,2,4
5188,Audi,Q5,2009,4.8,Diesel,Semi-Automatic,111883,4,2
5189,Toyota,Corolla,2003,3.7,Hybrid,Manual,233396,4,3
5190,Honda,Civic,2022,4.5,Electric,Automatic,160884,2,2
5191,Honda,CR-V,2015,4.5,Electric,Semi-Automatic,223211,3,5
5192,Honda,Civic,2004,4.7,Electric,Automatic,18312,2,5
5193,Kia,Sportage,2010,4.8,Hybrid,Manual,25252,5,1
5194,Ford,Explorer,2016,1.9,Electric,Automatic,177593,5,3
5195,Audi,A3,2006,2.3,Electric,Manual,34506,5,5
5196,Volkswagen,Passat,2010,2.7,Hybrid,Semi-Automatic,277522,3,5
5197,Audi,Q5,2016,4.3,Petrol,Automatic,19910,4,1
5198,Hyundai,Elantra,2007,4.6,Hybrid,Semi-Automatic,194421,5,2
5199,Honda,CR-V,2011,4.3,Electric,Manual,140087,4,4
5200,BMW,3 Series,2013,4.9,Electric,Automatic,185547,3,2
5201,Chevrolet,Malibu,2001,4.0,Petrol,Manual,116934,2,2
5202,Kia,Optima,2009,1.3,Petrol,Semi-Automatic,93529,2,5
5203,Toyota,RAV4,2017,2.5,Petrol,Automatic,239057,3,1
5204,BMW,5 Series,2015,4.0,Hybrid,Manual,273881,4,1
5205,Volkswagen,Passat,2010,4.8,Diesel,Automatic,47000,2,4
5206,Chevrolet,Equinox,2022,3.0,Hybrid,Manual,163626,5,3
5207,Kia,Optima,2022,1.7,Petrol,Semi-Automatic,95607,4,1
5208,Toyota,Corolla,2012,1.1,Petrol,Automatic,97308,3,5
5209,Hyundai,Elantra,2007,2.6,Hybrid,Automatic,147570,3,1
5210,BMW,3 Series,2020,2.5,Hybrid,Automatic,170703,5,4
5211,Hyundai,Elantra,2014,3.3,Electric,Semi-Automatic,20257,5,4
5212,Mercedes,E-Class,2020,5.0,Petrol,Manual,76117,2,1
5213,Ford,Focus,2018,1.7,Petrol,Automatic,58300,3,4
5214,Volkswagen,Passat,2012,3.4,Petrol,Automatic,30947,4,3
5215,Audi,A3,2008,3.8,Diesel,Automatic,20733,5,1
5216,Toyota,Camry,2009,4.3,Hybrid,Automatic,159168,2,5
5217,Hyundai,Tucson,2021,3.3,Electric,Manual,14806,3,4
5218,Ford,Fiesta,2008,4.6,Hybrid,Manual,57674,5,4
5219,Kia,Rio,2001,4.3,Electric,Manual,235657,5,3
5220,Honda,Accord,2005,2.8,Diesel,Automatic,256054,2,2
5221,Honda,Accord,2015,4.8,Petrol,Automatic,250739,5,3
5222,Toyota,Corolla,2000,1.9,Petrol,Automatic,192250,2,4
5223,Kia,Rio,2000,1.4,Petrol,Semi-Automatic,57267,2,5
5224,Audi,A3,2017,3.8,Electric,Automatic,49554,5,5
5225,Volkswagen,Tiguan,2017,5.0,Electric,Manual,292452,3,4
5226,Kia,Rio,2013,4.0,Petrol,Automatic,17685,2,5
5227,Audi,Q5,2002,3.5,Diesel,Manual,112872,2,1
5228,Hyundai,Sonata,2002,4.7,Petrol,Semi-Automatic,74979,5,2
5229,Ford,Fiesta,2002,3.8,Electric,Automatic,260780,4,5
5230,Toyota,RAV4,2018,3.0,Petrol,Manual,204064,4,3
5231,Kia,Rio,2003,1.1,Diesel,Semi-Automatic,168932,4,4
5232,Toyota,RAV4,2017,3.9,Hybrid,Semi-Automatic,43388,5,3
5233,Volkswagen,Golf,2014,3.0,Petrol,Automatic,93821,2,3
5234,BMW,X5,2011,2.6,Electric,Automatic,269345,2,5
5235,Mercedes,E-Class,2013,3.0,Diesel,Manual,245000,5,5
5236,Ford,Focus,2007,2.1,Hybrid,Automatic,176425,2,3
5237,Volkswagen,Passat,2015,3.8,Petrol,Semi-Automatic,94430,3,5
5238,Hyundai,Tucson,2012,1.0,Petrol,Manual,271967,2,3
5239,Chevrolet,Malibu,2017,3.6,Hybrid,Automatic,51803,3,4
5240,Ford,Fiesta,2021,4.8,Petrol,Semi-Automatic,223384,4,4
5241,Hyundai,Sonata,2004,3.6,Diesel,Semi-Automatic,294410,2,4
5242,BMW,X5,2000,1.2,Diesel,Semi-Automatic,55144,2,4
5243,Mercedes,E-Class,2010,1.2,Hybrid,Semi-Automatic,123384,3,5
5244,Chevrolet,Impala,2006,1.0,Petrol,Automatic,292875,3,3
5245,Mercedes,C-Class,2015,3.9,Petrol,Automatic,89148,2,1
5246,Toyota,RAV4,2004,2.8,Petrol,Manual,133781,2,1
5247,Hyundai,Elantra,2012,2.0,Diesel,Semi-Automatic,60840,2,2
5248,Toyota,Corolla,2006,3.8,Electric,Manual,175532,3,5
5249,Audi,A3,2013,2.6,Diesel,Automatic,30790,3,2
5250,Toyota,RAV4,2002,3.2,Hybrid,Automatic,281791,5,1
