,Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count
3565,Honda,Civic,2022,4.2,Hybrid,Semi-Automatic,151184,5,4
3566,Kia,Rio,2001,3.7,Electric,Semi-Automatic,82829,3,4
3567,Chevrolet,Malibu,2008,2.2,Hybrid,Manual,55505,4,2
3568,Toyota,Corolla,2015,1.1,Diesel,Semi-Automatic,139145,5,3
3569,Hyundai,Elantra,2000,1.3,Hybrid,Semi-Automatic,14927,3,3
3570,Volkswagen,Tiguan,2004,4.3,Petrol,Manual,191971,3,1
3571,Honda,Accord,2003,1.5,Diesel,Semi-Automatic,283105,2,5
3572,Honda,Civic,2008,5.0,Petrol,Automatic,133262,3,3
3573,Chevrolet,Equinox,2006,2.0,Hybrid,Automatic,11585,5,4
3574,Toyota,RAV4,2001,2.4,Diesel,Semi-Automatic,213779,5,1
3575,Audi,A4,2011,3.7,Electric,Automatic,207172,4,5
3576,Hyundai,Sonata,2021,4.4,Electric,Automatic,152585,5,3
3577,Audi,A3,2012,4.9,Diesel,Semi-Automatic,239807,3,2
3578,BMW,5 Series,2010,1.9,Electric,Manual,155611,5,4
3579,Ford,Focus,2011,2.3,Diesel,Automatic,255372,5,5
3580,Mercedes,GLA,2019,1.9,Hybrid,Automatic,69583,5,5
3581,Honda,Civic,2001,2.2,Petrol,Automatic,181057,2,3
3582,Ford,Focus,2013,1.1,Diesel,Manual,294516,4,1
3583,Audi,A4,2022,1.4,Hybrid,Manual,94696,2,5
3584,Honda,CR-V,2021,3.7,Hybrid,Semi-Automatic,231634,3,5
3585,Mercedes,GLA,2019,1.8,Petrol,Semi-Automatic,107742,3,4
3586,Volkswagen,Golf,2021,4.9,Hybrid,Automatic,74795,4,3
3587,Kia,Optima,2021,4.8,Petrol,Semi-Automatic,277838,2,3
3588,Mercedes,C-Class,2017,1.7,Electric,Manual,241688,5,3
3589,Mercedes,GLA,2013,2.8,Diesel,Automatic,193602,4,3
3590,Toyota,Camry,2011,3.0,Petrol,Manual,137795,3,2
3591,Toyota,Camry,2012,4.2,Petrol,Semi-Automatic,212641,5,3
3592,Toyota,Corolla,2011,1.1,Electric,Manual,198502,3,2
3593,Toyota,RAV4,2019,4.3,Diesel,Manual,279294,3,1
3594,Honda,Civic,2023,3.4,Petrol,Manual,135534,5,4
3595,Chevrolet,Malibu,2009,4.7,Electric,Automatic,287375,3,5
3596,BMW,5 Series,2010,3.5,Electric,Manual,229393,4,5
3597,Hyundai,Tucson,2019,1.5,Hybrid,Automatic,156595,2,1
3598,Chevrolet,Impala,2010,3.2,Electric,Semi-Automatic,89097,3,3
3599,Volkswagen,Tiguan,2013,3.0,Hybrid,Semi-Automatic,109459,2,1
3600,BMW,3 Series,2000,2.1,Electric,Automatic,28961,3,3
3601,Ford,Focus,2011,4.0,Hybrid,Manual,15786,2,5
3602,Kia,Sportage,2017,4.2,Hybrid,Manual,83450,2,4
3603,Mercedes,E-Class,2007,2.8,Hybrid,Automatic,146189,4,3
3604,Mercedes,GLA,2015,3.8,Hybrid,Automatic,71836,3,1
3605,Mercedes,C-Class,2000,3.3,Petrol,Automatic,196445,5,4
3606,Mercedes,E-Class,2012,4.6,Petrol,Semi-Automatic,204744,3,2
3607,Mercedes,GLA,2003,1.6,Petrol,Semi-Automatic,84040,2,5
3608,Mercedes,GLA,2022,4.3,Electric,Semi-Automatic,230697,5,3
3609,Kia,Rio,2001,3.0,Hybrid,Semi-Automatic,235767,5,4
3610,Ford,Explorer,2009,3.7,Petrol,Semi-Automatic,158946,3,3
3611,Honda,CR-V,2006,3.1,Diesel,Semi-Automatic,194340,3,1
3612,BMW,3 Series,2011,3.9,Diesel,Automatic,108946,4,5
3613,Toyota,Corolla,2010,3.3,Diesel,Manual,82193,2,1
3614,Hyundai,Tucson,2008,2.5,Petrol,Manual,166390,4,1
3615,Audi,A3,2004,3.9,Petrol,Automatic,228725,2,5
3616,Honda,Civic,2006,3.0,Electric,Semi-Automatic,164498,3,5
3617,Ford,Explorer,2006,1.9,Hybrid,Semi-Automatic,270910,3,1
3618,Toyota,Camry,2006,1.3,Petrol,Manual,151379,2,2
3619,Honda,Accord,2017,1.3,Electric,Semi-Automatic,179848,3,3
3620,BMW,3 Series,2016,1.6,Electric,Semi-Automatic,19827,5,2
3621,Toyota,RAV4,2015,2.0,Diesel,Semi-Automatic,248566,5,3
3622,BMW,X5,2006,2.0,Hybrid,Manual,213444,3,1
3623,Ford,Focus,2010,2.4,Hybrid,Automatic,126169,2,5
3624,Ford,Focus,2009,4.1,Electric,Semi-Automatic,244248,4,5
3625,Mercedes,E-Class,2014,1.8,Electric,Automatic,150548,3,2
3626,Hyundai,Sonata,2016,3.5,Petrol,Semi-Automatic,165270,4,3
3627,Kia,Sportage,2004,3.3,Hybrid,Semi-Automatic,285789,5,2
3628,Hyundai,Elantra,2003,2.7,Diesel,Manual,150497,2,5
3629,Mercedes,E-Class,2005,3.1,Diesel,Manual,261026,3,1
3630,BMW,5 Series,2015,3.1,Diesel,Automatic,182726,3,4
3631,Toyota,Camry,2003,1.1,Electric,Manual,120067,5,1
3632,Audi,A3,2013,3.2,Electric,Manual,253611,2,4
3633,Toyota,Corolla,2014,4.7,Electric,Automatic,199,5,3
3634,Honda,CR-V,2012,1.6,Petrol,Semi-Automatic,257128,2,3
3635,Audi,A4,2005,2.9,Electric,Automatic,187906,5,2
3636,Chevrolet,Impala,2012,1.3,Hybrid,Semi-Automatic,3633,4,1
3637,Hyundai,Sonata,2000,1.8,Petrol,Semi-Automatic,145628,5,2
3638,Audi,A3,2023,2.9,Petrol,Semi-Automatic,116400,3,4
3639,Kia,Rio,2017,2.1,Diesel,Manual,277622,3,1
3640,Honda,CR-V,2000,3.2,Electric,Automatic,281735,3,3
3641,Chevrolet,Equinox,2019,3.9,Hybrid,Semi-Automatic,13333,5,1
3642,Honda,Accord,2001,2.9,Electric,Automatic,119000,3,2
3643,BMW,5 Series,2009,1.8,Electric,Semi-Automatic,115364,2,1
3644,Volkswagen,Golf,2011,1.4,Petrol,Semi-Automatic,207987,3,1
3645,Volkswagen,Passat,2012,2.9,Diesel,Semi-Automatic,267772,2,3
3646,Ford,Explorer,2003,3.5,Diesel,Semi-Automatic,231236,3,5
3647,Chevrolet,Impala,2006,3.7,Electric,Manual,44684,2,2
3648,Toyota,RAV4,2018,3.7,Diesel,Semi-Automatic,165909,5,4
3649,Chevrolet,Malibu,2014,1.8,Hybrid,Manual,181873,5,1
3650,Honda,CR-V,2013,3.2,Electric,Semi-Automatic,76660,2,5
3651,Toyota,Camry,2004,2.1,Electric,Manual,181247,5,2
3652,Audi,A3,2019,3.8,Electric,Automatic,37886,5,3
3653,Hyundai,Sonata,2009,1.0,Petrol,Manual,286745,2,5
3654,Toyota,RAV4,2013,3.8,Petrol,Automatic,46818,4,1
3655,Toyota,Corolla,2019,1.6,Electric,Manual,95319,3,2
3656,Audi,Q5,2009,4.8,Petrol,Manual,169904,2,2
3657,Ford,Focus,2002,3.7,Electric,Semi-Automatic,162846,5,2
3658,Chevrolet,Equinox,2011,3.3,Petrol,Manual,47252,4,2
3659,Ford,Explorer,2001,4.3,Diesel,Manual,151405,3,1
3660,Ford,Fiesta,2010,4.4,Diesel,Manual,173156,3,5
3661,Chevrolet,Malibu,2006,4.8,Petrol,Manual,252463,4,5
3662,Volkswagen,Golf,2009,4.1,Diesel,Manual,118189,5,3
3663,Ford,Fiesta,2014,2.5,Diesel,Manual,1540,2,5
3664,Toyota,Corolla,2001,1.1,Diesel,Automatic,140753,4,5
3665,Chevrolet,Equinox,2021,4.8,Diesel,Automatic,89746,3,4
3666,Audi,A3,2017,1.1,Electric,Manual,243149,5,5
3667,Kia,Rio,2004,2.2,Electric,Automatic,291942,4,4
3668,Honda,Accord,2004,3.5,Petrol,Semi-Automatic,196673,4,5
3669,Mercedes,E-Class,2006,3.8,Electric,Semi-Automatic,28024,4,4
3670,Mercedes,C-Class,2021,4.3,Hybrid,Manual,30752,2,1
3671,Honda,Civic,2011,4.6,Petrol,Semi-Automatic,136182,3,2
3672,Audi,A4,2004,2.8,Electric,Automatic,138076,2,4
3673,Honda,Accord,2002,3.3,Diesel,Automatic,102527,3,3
3674,Hyundai,Tucson,2017,3.9,Petrol,Manual,234037,3,1
3675,Honda,CR-V,2021,4.6,Hybrid,Automatic,173195,3,3
3676,Chevrolet,Equinox,2016,4.9,Diesel,Semi-Automatic,226208,5,3
3677,Hyundai,Elantra,2011,3.8,Diesel,Automatic,161294,5,1
3678,Honda,CR-V,2018,4.4,Hybrid,Manual,137569,2,5
3679,Honda,Accord,2021,2.7,Diesel,Automatic,134924,5,5
3680,Audi,A4,2012,1.9,Electric,Manual,45262,4,5
3681,Mercedes,GLA,2007,1.2,Hybrid,Manual,79659,5,5
3682,Audi,Q5,2019,2.9,Electric,Automatic,39310,3,1
3683,Honda,Civic,2020,4.1,Diesel,Automatic,179602,3,1
3684,Hyundai,Sonata,2010,2.8,Diesel,Semi-Automatic,249984,2,2
3685,BMW,X5,2014,3.6,Diesel,Manual,193268,2,5
3686,Honda,CR-V,2017,1.6,Electric,Semi-Automatic,125535,4,3
3687,Chevrolet,Impala,2007,3.6,Hybrid,Manual,10305,3,1
3688,Chevrolet,Impala,2014,4.2,Hybrid,Manual,272984,4,5
3689,Kia,Rio,2004,4.1,Diesel,Automatic,273351,2,2
3690,Hyundai,Sonata,2022,1.2,Hybrid,Automatic,188526,4,4
3691,Chevrolet,Equinox,2010,3.7,Electric,Manual,206414,4,2
3692,Ford,Fiesta,2018,4.9,Electric,Manual,183575,4,2
3693,Volkswagen,Passat,2018,4.1,Electric,Semi-Automatic,159375,2,4
3694,Kia,Sportage,2000,4.5,Hybrid,Automatic,91157,4,3
3695,BMW,5 Series,2018,3.0,Electric,Automatic,261639,3,1
3696,Volkswagen,Golf,2013,2.5,Petrol,Manual,216392,2,5
3697,BMW,3 Series,2000,2.3,Hybrid,Semi-Automatic,222441,2,3
3698,Hyundai,Sonata,2002,3.7,Petrol,Semi-Automatic,202506,4,1
3699,Hyundai,Sonata,2017,2.0,Petrol,Automatic,227979,4,1
3700,Kia,Rio,2022,3.0,Electric,Manual,275218,2,4
3701,Kia,Sportage,2007,2.7,Petrol,Automatic,270043,4,3
3702,Chevrolet,Impala,2012,1.5,Hybrid,Semi-Automatic,67196,3,2
3703,Audi,A3,2011,1.5,Electric,Automatic,276613,4,5
3704,Audi,Q5,2018,4.0,Electric,Automatic,249695,3,4
3705,Hyundai,Elantra,2023,2.7,Petrol,Semi-Automatic,156170,2,2
3706,Audi,A4,2014,4.7,Diesel,Semi-Automatic,198468,5,2
3707,Honda,Civic,2003,3.3,Diesel,Automatic,150771,3,1
3708,Hyundai,Sonata,2007,3.1,Petrol,Semi-Automatic,187954,5,4
3709,Mercedes,GLA,2014,2.9,Diesel,Manual,3243,2,2
3710,Kia,Rio,2018,1.4,Petrol,Semi-Automatic,292668,4,2
3711,Honda,Accord,2006,1.1,Hybrid,Automatic,14039,2,2
3712,Mercedes,E-Class,2008,3.8,Electric,Manual,122293,3,2
3713,Hyundai,Elantra,2008,4.6,Hybrid,Manual,190787,5,2
3714,Audi,A4,2010,1.1,Petrol,Automatic,70800,3,3
3715,Ford,Fiesta,2001,1.5,Petrol,Automatic,198784,4,1
3716,Volkswagen,Golf,2010,3.1,Petrol,Semi-Automatic,230782,5,1
3717,Volkswagen,Passat,2002,4.3,Petrol,Semi-Automatic,160517,4,4
3718,Chevrolet,Malibu,2018,2.8,Electric,Manual,147851,4,2
3719,Volkswagen,Tiguan,2006,4.2,Diesel,Automatic,72222,2,2
3720,Ford,Fiesta,2009,4.5,Hybrid,Semi-Automatic,98504,2,4
3721,Volkswagen,Tiguan,2002,2.2,Hybrid,Manual,215636,4,5
3722,Kia,Rio,2018,2.9,Electric,Semi-Automatic,98160,2,4
3723,Toyota,Camry,2009,2.7,Diesel,Semi-Automatic,57372,4,4
3724,Hyundai,Tucson,2020,2.7,Petrol,Automatic,130146,2,3
3725,Chevrolet,Equinox,2014,1.5,Petrol,Automatic,128629,3,1
3726,Chevrolet,Impala,2006,3.0,Electric,Manual,9880,4,5
3727,Toyota,Corolla,2000,4.7,Petrol,Manual,220878,3,3
3728,BMW,5 Series,2002,1.7,Petrol,Semi-Automatic,217378,2,3
3729,Honda,Accord,2018,4.6,Petrol,Manual,121295,5,4
3730,Kia,Rio,2006,2.0,Electric,Semi-Automatic,49359,4,4
3731,Mercedes,C-Class,2008,3.4,Electric,Semi-Automatic,113280,5,4
3732,Honda,Civic,2004,2.6,Electric,Semi-Automatic,275293,2,4
3733,Hyundai,Sonata,2018,3.5,Electric,Semi-Automatic,221719,4,1
3734,Ford,Fiesta,2016,3.3,Electric,Semi-Automatic,157592,5,5
3735,Honda,CR-V,2010,3.5,Diesel,Manual,56557,4,4
3736,BMW,5 Series,2014,1.0,Diesel,Automatic,256630,5,1
3737,Toyota,Camry,2022,3.7,Electric,Manual,94565,4,5
3738,Chevrolet,Malibu,2007,1.1,Diesel,Automatic,42238,3,3
3739,Kia,Rio,2003,4.3,Petrol,Semi-Automatic,274994,4,1
3740,Mercedes,E-Class,2001,4.3,Electric,Manual,31712,3,1
3741,Chevrolet,Impala,2010,3.7,Diesel,Manual,203888,3,1
3742,BMW,X5,2015,2.9,Hybrid,Semi-Automatic,19381,4,3
3743,Kia,Sportage,2018,2.8,Petrol,Semi-Automatic,282682,5,5
3744,Honda,CR-V,2013,1.3,Petrol,Automatic,264773,5,3
3745,Toyota,Corolla,2011,2.0,Hybrid,Semi-Automatic,159763,4,1
3746,Audi,Q5,2019,3.6,Hybrid,Automatic,71871,2,4
3747,Ford,Explorer,2015,2.2,Diesel,Manual,278368,5,3
3748,Kia,Sportage,2014,4.4,Diesel,Manual,289041,5,2
3749,Honda,Civic,2011,2.6,Diesel,Manual,122235,2,2
3750,Honda,Accord,2002,4.6,Petrol,Automatic,164258,5,1
3751,Hyundai,Elantra,2004,3.4,Diesel,Manual,299626,3,3
3752,Hyundai,Elantra,2005,1.7,Electric,Automatic,76250,4,4
3753,Mercedes,E-Class,2013,2.5,Diesel,Semi-Automatic,39779,5,3
3754,Honda,Accord,2020,4.2,Diesel,Semi-Automatic,5872,5,1
3755,Audi,Q5,2017,2.0,Hybrid,Manual,88505,2,2
3756,Chevrolet,Impala,2004,4.7,Electric,Manual,172984,3,1
3757,Honda,CR-V,2001,2.8,Hybrid,Automatic,282319,2,2
3758,Chevrolet,Malibu,2001,4.0,Diesel,Manual,150485,5,4
3759,BMW,3 Series,2016,3.2,Hybrid,Automatic,249206,5,2
3760,Ford,Explorer,2003,4.9,Diesel,Automatic,299066,4,3
3761,Ford,Fiesta,2009,1.9,Hybrid,Manual,277783,5,4
3762,Audi,A3,2008,3.6,Electric,Automatic,245830,2,1
3763,Mercedes,C-Class,2017,2.2,Electric,Semi-Automatic,285965,5,5
3764,Toyota,Camry,2002,2.6,Petrol,Manual,45687,2,4
3765,Ford,Explorer,2002,4.0,Hybrid,Automatic,258945,4,3
3766,Chevrolet,Impala,2012,3.0,Diesel,Manual,132867,3,4
3767,Honda,Civic,2000,4.1,Electric,Semi-Automatic,90777,3,3
3768,Chevrolet,Malibu,2014,2.6,Petrol,Automatic,22760,5,1
3769,Hyundai,Elantra,2009,1.7,Petrol,Manual,176497,5,4
3770,Honda,CR-V,2002,2.2,Diesel,Semi-Automatic,181525,2,2
3771,Kia,Sportage,2000,1.4,Electric,Manual,167050,5,4
3772,Ford,Focus,2012,4.0,Petrol,Automatic,112245,4,3
3773,Honda,CR-V,2007,1.7,Electric,Automatic,263647,3,3
3774,BMW,X5,2018,4.4,Hybrid,Manual,210532,5,2
3775,Kia,Rio,2018,1.2,Petrol,Semi-Automatic,4980,5,5
3776,Toyota,Camry,2023,1.0,Hybrid,Automatic,122717,4,3
3777,Audi,A4,2000,3.4,Petrol,Manual,228124,2,1
3778,Audi,A3,2021,4.3,Petrol,Manual,18069,2,3
3779,Mercedes,E-Class,2013,3.4,Diesel,Manual,102437,4,1
3780,Honda,Civic,2019,1.9,Diesel,Automatic,233275,5,2
3781,Audi,A3,2005,4.1,Electric,Manual,245950,4,2
3782,Kia,Optima,2010,2.9,Hybrid,Semi-Automatic,155808,4,5
3783,Toyota,RAV4,2017,2.4,Electric,Manual,282266,4,4
3784,Audi,Q5,2000,2.4,Diesel,Semi-Automatic,195146,5,2
3785,Audi,Q5,2016,4.4,Hybrid,Semi-Automatic,181485,4,3
3786,Hyundai,Elantra,2010,3.3,Electric,Automatic,292576,3,2
3787,BMW,5 Series,2007,1.9,Petrol,Semi-Automatic,194177,2,4
3788,Toyota,RAV4,2001,4.5,Diesel,Semi-Automatic,210371,5,1
3789,Ford,Fiesta,2008,3.8,Diesel,Semi-Automatic,159768,2,4
3790,Honda,Accord,2005,4.4,Petrol,Manual,107963,4,4
3791,Honda,CR-V,2013,2.5,Hybrid,Automatic,252912,2,5
3792,Mercedes,E-Class,2009,4.2,Diesel,Semi-Automatic,221870,2,4
3793,Honda,CR-V,2017,4.9,Hybrid,Automatic,295085,4,4
3794,Volkswagen,Golf,2008,3.6,Hybrid,Automatic,138770,2,5
3795,Ford,Explorer,2019,2.3,Diesel,Semi-Automatic,181347,5,4
3796,Chevrolet,Impala,2021,3.4,Electric,Automatic,11372,3,1
3797,BMW,5 Series,2001,4.0,Diesel,Manual,265062,5,1
3798,Mercedes,E-Class,2005,4.2,Electric,Automatic,207548,4,2
3799,Mercedes,E-Class,2014,2.1,Hybrid,Manual,24380,4,1
3800,Volkswagen,Golf,2003,1.1,Electric,Manual,80354,2,4
3801,Chevrolet,Impala,2010,3.4,Electric,Automatic,113216,2,4
3802,Audi,A4,2002,1.6,Diesel,Automatic,157963,3,3
3803,Chevrolet,Impala,2009,2.5,Diesel,Manual,145137,2,2
3804,Audi,A3,2012,4.0,Petrol,Automatic,63636,5,3
3805,Ford,Fiesta,2010,1.2,Electric,Semi-Automatic,55837,4,1
3806,BMW,5 Series,2011,3.2,Diesel,Automatic,125132,2,3
3807,Kia,Optima,2010,2.4,Diesel,Automatic,274652,4,3
3808,BMW,X5,2020,4.2,Diesel,Automatic,51730,2,3
3809,Kia,Sportage,2005,1.9,Hybrid,Automatic,171558,5,4
3810,Hyundai,Sonata,2022,4.8,Petrol,Automatic,14112,2,5
3811,BMW,X5,2012,4.3,Petrol,Manual,153919,5,2
3812,Kia,Optima,2023,1.6,Petrol,Semi-Automatic,189334,3,2
3813,Ford,Fiesta,2005,2.9,Petrol,Automatic,79866,3,5
3814,Mercedes,E-Class,2023,3.9,Hybrid,Semi-Automatic,58107,3,2
3815,Volkswagen,Passat,2012,4.3,Hybrid,Automatic,147407,3,2
3816,Kia,Rio,2020,2.2,Diesel,Manual,142392,5,1
3817,Volkswagen,Golf,2002,4.6,Hybrid,Manual,12628,2,1
3818,Kia,Sportage,2016,2.3,Diesel,Automatic,123501,3,3
3819,Hyundai,Sonata,2007,3.6,Electric,Automatic,102907,3,3
3820,Audi,A4,2000,1.9,Hybrid,Manual,22116,4,4
3821,Hyundai,Tucson,2004,4.2,Hybrid,Manual,271816,3,5
3822,Kia,Sportage,2013,4.1,Hybrid,Manual,66636,4,2
3823,Kia,Optima,2004,4.6,Petrol,Automatic,285734,4,4
3824,Honda,Civic,2019,3.0,Diesel,Automatic,13013,5,5
3825,Kia,Rio,2018,1.0,Hybrid,Semi-Automatic,80532,5,1
3826,Mercedes,C-Class,2016,1.2,Electric,Automatic,111416,3,1
3827,Volkswagen,Golf,2014,4.8,Electric,Semi-Automatic,154335,3,2
3828,Volkswagen,Golf,2002,4.0,Hybrid,Automatic,28845,4,5
3829,Kia,Optima,2000,1.1,Hybrid,Manual,289881,3,3
3830,Kia,Rio,2009,4.8,Diesel,Manual,208268,5,4
3831,Volkswagen,Passat,2009,2.0,Electric,Automatic,128629,5,5
3832,Honda,Civic,2012,1.1,Petrol,Semi-Automatic,129020,5,2
3833,Ford,Fiesta,2002,1.9,Petrol,Manual,268992,2,1
3834,Audi,Q5,2003,2.4,Hybrid,Automatic,145451,5,4
3835,BMW,X5,2003,2.9,Petrol,Automatic,59216,2,1
3836,Audi,Q5,2002,3.2,Hybrid,Automatic,122820,2,5
3837,Ford,Fiesta,2019,3.6,Hybrid,Semi-Automatic,66083,2,3
3838,Kia,Rio,2021,2.0,Hybrid,Semi-Automatic,52286,4,2
3839,Mercedes,C-Class,2021,2.4,Diesel,Manual,94705,2,4
3840,Toyota,Camry,2012,1.3,Diesel,Automatic,143095,5,1
3841,Hyundai,Tucson,2003,2.0,Electric,Manual,199482,2,4
3842,Hyundai,Tucson,2002,1.3,Electric,Manual,165031,4,2
3843,BMW,5 Series,2001,3.8,Hybrid,Manual,188485,2,5
3844,Hyundai,Tucson,2021,2.0,Diesel,Automatic,229628,2,4
3845,BMW,5 Series,2015,4.1,Hybrid,Semi-Automatic,270372,5,2
3846,Audi,A4,2013,2.7,Hybrid,Semi-Automatic,10769,2,5
3847,Audi,A3,2021,4.5,Hybrid,Automatic,102123,4,3
3848,Kia,Sportage,2019,1.5,Diesel,Manual,234529,2,2
3849,Chevrolet,Impala,2022,2.7,Petrol,Semi-Automatic,98677,4,3
3850,BMW,5 Series,2000,1.2,Hybrid,Manual,103614,2,4
3851,Ford,Explorer,2014,2.1,Electric,Semi-Automatic,47923,3,5
3852,Audi,A4,2006,2.5,Diesel,Semi-Automatic,177790,4,2
3853,Audi,Q5,2004,3.4,Diesel,Semi-Automatic,272359,4,1
3854,Ford,Explorer,2011,1.1,Diesel,Manual,122843,2,5
3855,Ford,Fiesta,2020,3.1,Electric,Semi-Automatic,294065,5,4
3856,Mercedes,E-Class,2018,4.8,Hybrid,Semi-Automatic,123902,4,3
3857,Mercedes,E-Class,2021,2.9,Diesel,Semi-Automatic,88477,5,5
3858,Ford,Fiesta,2001,1.9,Electric,Automatic,88822,3,5
3859,Volkswagen,Golf,2003,4.7,Diesel,Semi-Automatic,263733,4,2
3860,Hyundai,Tucson,2002,1.2,Diesel,Manual,135449,3,5
3861,Toyota,RAV4,2013,1.7,Petrol,Semi-Automatic,142741,2,3
3862,Ford,Focus,2016,4.7,Electric,Semi-Automatic,291218,3,2
3863,Ford,Explorer,2023,1.2,Hybrid,Automatic,39557,4,4
3864,Audi,A3,2013,4.1,Hybrid,Automatic,289188,2,5
3865,Toyota,Camry,2015,3.7,Electric,Semi-Automatic,74492,4,1
3866,Chevrolet,Impala,2022,1.6,Electric,Manual,16916,2,4
3867,Audi,Q5,2007,4.2,Electric,Semi-Automatic,207120,2,4
3868,Audi,A4,2023,1.6,Hybrid,Semi-Automatic,176562,2,3
3869,Volkswagen,Tiguan,2007,2.7,Diesel,Automatic,229899,5,1
3870,Audi,A3,2008,1.6,Petrol,Automatic,239268,5,5
3871,BMW,5 Series,2003,1.3,Diesel,Semi-Automatic,175570,5,1
3872,Ford,Explorer,2013,2.1,Electric,Manual,31523,4,3
3873,Ford,Fiesta,2021,2.8,Electric,Manual,140833,5,1
3874,Mercedes,E-Class,2003,2.3,Petrol,Manual,96610,4,1
3875,BMW,X5,2021,3.6,Hybrid,Automatic,216582,2,1
3876,Kia,Rio,2023,4.3,Electric,Manual,250647,5,5
3877,Toyota,Corolla,2010,2.4,Electric,Automatic,16660,2,2
3878,Honda,Civic,2019,2.7,Electric,Semi-Automatic,206570,3,3
3879,Ford,Fiesta,2021,2.9,Electric,Automatic,193705,5,3
3880,Kia,Optima,2000,4.9,Petrol,Manual,162622,5,2
3881,Mercedes,GLA,2015,1.0,Electric,Manual,95342,2,3
3882,Toyota,Corolla,2003,1.6,Diesel,Semi-Automatic,205647,4,4
3883,Toyota,Camry,2012,2.4,Petrol,Automatic,188235,5,1
3884,Volkswagen,Tiguan,2009,1.1,Petrol,Semi-Automatic,206638,4,5
3885,Honda,CR-V,2014,2.5,Diesel,Semi-Automatic,206868,2,3
3886,Volkswagen,Tiguan,2019,3.9,Electric,Manual,133300,4,1
3887,Chevrolet,Impala,2020,4.3,Petrol,Semi-Automatic,10842,2,2
3888,Chevrolet,Malibu,2005,3.3,Electric,Manual,204054,4,4
3889,Honda,Civic,2004,2.7,Diesel,Automatic,159383,2,4
3890,Volkswagen,Tiguan,2013,4.2,Petrol,Automatic,79579,5,3
3891,Audi,A3,2019,1.7,Hybrid,Automatic,188824,4,2
3892,Volkswagen,Passat,2017,3.9,Hybrid,Manual,120595,2,5
3893,Mercedes,E-Class,2009,4.0,Petrol,Automatic,55776,4,4
3894,Volkswagen,Passat,2012,2.2,Electric,Automatic,175025,4,5
3895,Volkswagen,Passat,2022,4.4,Petrol,Automatic,278682,2,3
3896,Honda,CR-V,2016,3.8,Electric,Semi-Automatic,224808,2,1
3897,Chevrolet,Equinox,2015,3.2,Diesel,Automatic,60419,4,4
3898,Toyota,RAV4,2020,1.4,Diesel,Semi-Automatic,280732,4,3
3899,Audi,Q5,2012,2.1,Hybrid,Manual,14736,2,5
3900,Audi,Q5,2003,4.0,Diesel,Manual,132213,5,5
3901,Ford,Fiesta,2007,1.3,Hybrid,Manual,32956,5,4
3902,Mercedes,E-Class,2020,4.8,Hybrid,Manual,232526,5,1
3903,Hyundai,Tucson,2022,1.6,Petrol,Semi-Automatic,203941,2,5
3904,Chevrolet,Impala,2006,4.4,Diesel,Automatic,191716,2,3
3905,Hyundai,Elantra,2011,4.9,Petrol,Automatic,226959,5,2
3906,Kia,Rio,2003,1.8,Petrol,Manual,80057,5,2
3907,Ford,Focus,2013,1.2,Electric,Automatic,280380,2,4
3908,Chevrolet,Impala,2017,2.1,Diesel,Automatic,140119,5,4
3909,Ford,Fiesta,2000,2.2,Diesel,Manual,151812,4,3
3910,Audi,Q5,2018,2.4,Electric,Automatic,50466,2,1
3911,Toyota,RAV4,2018,2.8,Hybrid,Semi-Automatic,134787,4,1
3912,Honda,Civic,2012,3.3,Petrol,Automatic,241815,5,1
3913,Volkswagen,Tiguan,2012,1.2,Electric,Manual,148720,3,2
3914,BMW,5 Series,2011,4.0,Petrol,Semi-Automatic,145370,5,4
3915,Volkswagen,Tiguan,2010,2.0,Diesel,Manual,26122,5,1
3916,Honda,Civic,2019,1.3,Hybrid,Semi-Automatic,110457,5,1
3917,Volkswagen,Passat,2006,1.0,Hybrid,Manual,76240,5,1
3918,Chevrolet,Equinox,2004,2.6,Hybrid,Semi-Automatic,234638,5,3
3919,Volkswagen,Tiguan,2021,3.7,Petrol,Semi-Automatic,156437,2,3
3920,Toyota,Corolla,2011,3.3,Petrol,Manual,124745,2,3
3921,Mercedes,C-Class,2022,4.4,Diesel,Manual,8848,2,4
3922,Audi,A3,2008,3.9,Petrol,Manual,56022,4,4
3923,Toyota,Camry,2005,1.7,Diesel,Semi-Automatic,289249,2,2
3924,Kia,Rio,2010,3.0,Electric,Automatic,167567,4,5
3925,Audi,A4,2020,3.2,Hybrid,Automatic,220296,2,5
3926,Mercedes,E-Class,2015,2.1,Hybrid,Manual,297328,2,3
3927,Honda,CR-V,2023,2.9,Hybrid,Manual,120557,3,4
3928,Chevrolet,Impala,2018,3.5,Electric,Semi-Automatic,34705,3,2
3929,Ford,Explorer,2023,3.4,Petrol,Automatic,42411,5,4
3930,Honda,Accord,2002,1.7,Hybrid,Manual,129658,4,2
3931,Ford,Focus,2013,1.5,Diesel,Automatic,121184,2,5
3932,Kia,Rio,2010,4.3,Electric,Semi-Automatic,64193,4,2
3933,Chevrolet,Malibu,2020,2.4,Hybrid,Semi-Automatic,194724,5,1
3934,Mercedes,GLA,2014,3.2,Diesel,Semi-Automatic,132358,5,2
3935,Chevrolet,Equinox,2013,3.7,Petrol,Semi-Automatic,281563,3,4
