,Price
4830,3191
4831,6137
4832,9135
4833,11295
4834,5263
4835,6383
4836,6456
4837,6963
4838,6558
4839,12299
4840,12573
4841,11891
4842,5461
4843,10974
4844,13002
4845,9297
4846,5398
4847,12948
4848,5939
4849,14660
4850,5251
4851,10593
4852,6205
4853,5239
4854,10337
4855,7351
4856,7088
4857,7813
4858,6239
4859,8699
4860,9979
4861,10917
4862,3709
4863,5049
4864,11890
4865,5236
4866,10577
4867,5811
4868,6752
4869,12402
4870,6904
4871,11474
4872,8553
4873,6844
4874,11770
4875,9951
4876,5189
4877,4613
4878,8254
4879,7513
4880,2000
4881,9239
4882,11088
4883,9204
4884,8010
4885,14665
4886,8034
4887,10267
4888,7533
4889,10102
4890,6205
4891,5857
4892,7808
4893,11859
4894,8370
4895,5177
4896,6950
4897,4006
4898,14048
4899,8854
4900,10882
4901,7628
4902,8069
4903,3454
4904,4556
4905,13364
4906,6609
4907,14923
4908,12513
4909,10985
4910,9070
4911,5679
4912,4250
4913,11287
4914,9704
4915,13574
4916,11504
4917,10189
4918,11572
4919,10535
4920,2113
4921,12339
4922,9810
4923,4259
4924,5567
4925,3360
4926,9406
4927,4814
4928,7471
4929,7204
4930,5716
4931,13474
4932,4886
4933,4847
4934,12275
4935,14609
4936,7459
4937,4923
4938,3063
4939,3866
4940,13256
4941,12766
4942,7962
4943,8906
4944,9476
4945,5500
4946,7523
4947,14988
4948,5511
4949,10514
4950,10632
4951,7165
4952,7270
4953,12286
4954,7657
4955,10903
4956,7830
4957,3904
4958,8509
4959,8871
4960,4425
4961,9023
4962,6764
4963,6661
4964,5808
4965,11257
4966,15591
4967,12210
4968,3748
4969,10986
4970,3170
4971,11886
4972,12304
4973,9091
4974,6983
4975,3381
4976,10549
4977,13366
4978,13365
4979,7519
4980,5723
4981,16037
4982,8452
4983,13170
4984,8461
4985,13127
4986,7851
4987,10505
4988,4690
4989,5345
4990,9254
4991,11561
4992,10365
4993,8989
4994,12126
4995,6842
4996,11343
4997,7359
4998,4680
4999,9946
5000,5308
5001,11709
5002,13301
5003,12606
5004,8217
5005,10579
5006,5283
5007,5011
5008,11518
5009,11467
5010,5992
5011,10883
5012,5938
5013,15528
5014,8245
5015,2745
5016,4911
5017,5866
5018,4904
5019,9976
5020,11251
5021,4614
5022,12445
5023,6088
5024,9568
5025,6286
5026,4303
5027,7766
5028,8547
5029,7188
5030,11170
5031,3635
5032,6657
5033,12101
5034,7259
5035,5817
5036,8248
5037,4737
5038,9325
5039,7688
5040,13353
5041,6328
5042,11739
5043,12072
5044,9234
5045,12072
5046,5670
5047,11880
5048,9216
5049,6506
5050,9307
5051,5904
5052,6364
5053,9188
5054,9504
5055,13524
5056,10214
5057,16142
5058,10078
5059,8410
5060,8418
5061,6038
5062,8828
5063,11343
5064,14905
5065,7012
5066,16202
5067,9182
5068,10198
5069,9412
5070,7363
5071,10313
5072,12419
5073,6878
5074,10984
5075,11313
5076,12276
5077,10593
5078,8339
5079,11020
5080,9032
5081,14555
5082,7505
5083,8860
5084,9094
5085,10480
5086,13805
5087,11017
5088,8352
5089,14442
5090,7706
5091,14532
5092,12103
5093,7954
5094,6975
5095,5425
5096,5957
5097,10144
5098,7890
5099,8656
5100,10569
5101,4025
5102,5503
5103,8215
5104,14094
5105,9869
5106,8678
5107,8630
5108,15221
5109,11222
5110,10840
5111,9972
5112,11888
5113,11577
5114,11231
5115,9308
5116,7547
5117,10620
5118,13414
5119,3891
5120,2682
5121,10989
5122,12613
5123,12645
5124,10554
5125,11321
5126,13994
5127,10642
5128,11108
5129,10955
5130,10008
5131,5191
5132,6409
5133,11593
5134,5520
5135,4166
5136,2703
5137,14344
5138,10981
5139,7211
5140,7369
5141,3470
5142,13189
5143,10324
5144,11773
5145,3566
5146,13455
5147,2631
5148,8758
5149,12091
5150,6356
5151,8329
5152,5671
5153,6335
5154,7006
5155,12634
5156,9576
5157,11872
5158,12544
5159,5368
5160,7089
5161,7545
5162,13155
5163,5098
5164,5193
5165,12386
5166,15081
5167,9174
5168,8109
5169,8102
5170,2383
5171,10090
5172,7343
5173,12441
5174,8804
5175,5666
5176,10693
5177,2417
5178,6361
5179,9270
5180,5520
5181,10271
5182,10177
5183,11332
5184,9416
5185,6375
5186,10197
5187,4042
5188,9362
5189,5032
5190,15482
5191,10635
5192,13133
5193,12394
5194,10748
5195,9509
5196,5249
5197,14301
5198,7911
5199,10898
5200,12689
5201,6061
5202,6229
5203,8418
5204,8122
5205,12460
5206,11427
5207,10487
5208,8353
5209,8348
5210,11685
5211,13194
5212,13577
5213,11534
5214,11981
5215,11385
5216,10416
5217,15403
5218,10946
5219,5986
5220,4778
5221,9885
5222,3655
5223,4354
5224,15508
5225,10350
5226,13146
5227,5942
5228,7900
5229,6784
5230,8418
5231,2721
5232,13232
5233,10923
5234,8113
5235,6100
5236,7271
5237,10511
5238,3260
5239,14263
5240,10732
5241,3011
5242,4197
5243,6832
5244,2542
5245,12217
5246,5424
5247,8483
5248,8189
5249,11484
5250,4764
5251,9317
5252,10964
5253,8799
5254,8600
5255,3642
5256,11964
5257,9599
5258,10058
5259,11914
5260,11950
5261,14017
5262,7627
5263,7989
5264,13804
5265,8490
5266,10115
5267,2803
5268,12091
5269,5221
5270,9392
5271,9495
5272,15929
5273,11537
5274,8544
5275,8093
5276,10779
5277,7230
5278,10162
5279,5675
5280,9768
5281,7644
5282,9403
5283,15300
5284,14991
5285,8034
5286,8557
5287,9270
5288,3306
5289,12257
5290,12142
5291,8565
5292,9210
5293,9832
5294,6335
5295,11651
5296,8220
5297,12026
5298,17311
5299,10051
5300,5821
5301,12468
5302,7713
5303,4301
5304,5328
5305,7784
5306,7386
5307,10621
5308,8656
5309,11571
5310,13073
5311,8502
5312,10451
5313,8989
5314,12148
5315,7204
5316,7926
5317,4640
5318,10081
5319,9300
5320,3882
5321,12754
5322,10440
5323,2502
5324,9213
5325,11054
5326,13627
5327,11589
5328,4796
5329,3738
5330,5462
5331,7886
5332,12909
5333,6181
5334,10020
5335,10900
5336,11008
5337,10694
5338,7430
5339,11352
5340,6019
5341,7922
5342,9111
5343,9231
5344,13157
5345,8894
5346,3936
5347,13377
5348,7851
5349,9307
5350,6152
5351,10209
5352,7987
5353,8484
5354,4763
5355,8134
5356,2876
5357,10778
5358,13008
5359,2798
5360,12884
5361,5274
5362,10681
5363,9493
5364,10510
5365,10691
5366,4454
5367,9967
5368,5670
5369,7386
5370,11269
5371,8045
5372,10234
5373,9764
5374,9992
5375,13960
5376,5584
5377,9387
5378,5394
5379,9355
5380,3854
5381,13483
5382,4789
5383,6302
5384,10503
5385,8221
5386,10595
5387,9599
5388,12714
5389,5944
5390,9317
5391,7517
5392,7679
5393,8523
5394,9037
5395,8803
5396,9873
5397,12026
5398,11308
5399,8937
5400,6676
5401,12355
5402,11144
5403,11536
5404,8360
5405,5955
5406,5675
5407,8103
5408,9005
5409,9769
5410,9233
5411,9487
5412,2696
5413,4157
5414,7666
5415,8994
5416,11170
5417,10530
5418,5027
5419,9979
5420,7426
5421,4730
5422,6671
5423,3374
5424,7577
5425,10039
5426,8914
5427,11840
5428,12649
5429,4881
5430,4383
5431,12413
5432,11106
5433,11437
5434,11335
5435,4799
5436,7441
5437,11038
5438,8298
5439,12071
5440,11723
5441,8000
5442,6220
5443,4854
5444,5292
5445,9889
5446,7307
5447,11686
5448,2410
5449,9018
5450,10486
5451,9474
5452,12516
5453,9672
5454,13650
5455,11227
5456,2000
5457,5274
5458,8127
5459,11557
5460,8146
5461,10914
5462,11601
5463,7487
5464,9616
5465,11187
5466,8648
5467,8832
5468,5412
5469,13704
5470,11922
5471,6400
5472,9318
5473,5660
5474,5225
5475,11510
5476,7884
5477,7951
5478,7837
5479,6433
5480,9482
5481,6777
5482,12648
5483,5711
5484,8087
5485,11710
5486,8301
5487,8959
5488,9516
5489,6069
5490,11162
5491,8998
5492,12409
5493,8990
5494,5101
5495,7417
5496,11170
5497,12198
5498,7390
5499,7647
5500,13047
5501,7445
5502,2920
5503,4600
5504,5685
5505,3322
5506,8360
5507,7679
5508,12603
5509,3544
5510,10155
5511,8880
5512,13386
5513,15200
5514,5502
5515,9841
5516,5327
5517,5109
5518,12279
5519,6941
5520,13579
5521,13447
5522,2903
5523,3609
5524,7498
5525,5796
5526,12093
5527,12717
5528,8346
5529,5854
5530,10309
5531,8572
5532,5628
5533,8671
5534,12702
5535,13116
5536,14219
5537,7803
5538,10445
5539,12575
5540,12719
5541,10487
5542,9482
5543,5477
5544,11454
5545,11372
5546,10571
5547,8374
5548,8181
5549,13133
5550,6425
5551,8458
5552,5054
5553,10199
5554,8679
5555,6197
5556,8674
5557,8361
5558,5987
5559,9666
5560,9247
5561,2279
5562,9137
5563,9714
5564,8916
5565,8077
5566,11033
5567,5295
5568,7933
5569,8504
5570,12212
5571,8046
5572,2797
5573,7228
5574,2535
5575,5907
5576,2000
5577,6463
5578,4726
5579,8927
5580,8767
5581,7034
5582,9709
5583,14628
5584,5526
5585,12213
5586,6093
5587,3453
5588,10912
5589,12258
5590,14588
5591,6107
5592,8296
5593,13493
5594,3175
5595,11322
5596,9860
5597,9163
5598,6873
5599,4087
5600,9012
5601,9559
5602,12272
5603,9319
5604,12277
5605,12821
5606,7887
5607,10247
5608,10738
5609,6318
5610,4726
5611,5874
5612,4453
5613,7855
5614,3109
5615,12176
5616,2000
5617,8226
5618,4441
5619,12455
5620,5341
5621,6432
5622,5442
5623,6041
5624,7809
5625,8735
5626,11530
5627,10431
5628,11342
5629,9809
5630,12597
5631,5178
5632,4770
5633,3886
5634,13162
5635,10772
5636,12040
5637,12503
5638,10785
5639,6453
5640,6914
5641,8508
5642,9727
5643,10624
5644,16236
5645,9854
5646,8460
5647,6852
5648,9824
5649,14412
5650,11432
5651,9203
5652,7215
5653,9059
5654,4353
5655,5510
5656,8619
5657,5095
5658,15771
5659,5747
5660,7161
5661,6085
5662,12802
5663,11139
5664,11550
5665,8840
5666,4057
5667,6190
5668,10306
5669,11084
5670,8448
5671,2446
5672,13225
5673,8836
5674,11279
5675,11284
5676,5439
5677,6922
5678,10323
5679,6673
5680,3229
5681,10403
5682,14046
5683,3377
5684,10507
5685,11528
5686,11996
5687,7528
5688,10508
5689,6648
5690,7022
5691,9652
5692,12991
5693,7042
5694,12113
5695,8772
5696,3189
5697,10708
5698,17899
5699,13507
5700,6538
5701,9634
5702,5947
5703,6482
5704,6863
5705,4718
5706,7858
5707,8012
5708,2000
5709,3072
5710,6708
5711,5378
5712,5318
5713,2977
5714,10465
5715,10800
5716,13887
5717,13558
5718,11852
5719,8992
5720,9537
5721,11627
5722,3086
5723,6284
5724,6806
5725,10435
5726,13510
5727,9940
5728,7869
5729,13226
5730,4765
5731,12616
5732,13303
5733,11801
5734,2969
5735,7936
5736,7155
5737,6976
5738,5214
5739,6445
5740,10409
5741,3966
5742,9777
5743,11116
5744,9216
5745,6990
5746,6220
5747,10905
5748,10220
5749,6572
5750,7379
5751,8505
5752,8759
5753,7830
5754,12383
5755,14508
5756,9125
5757,2000
5758,8366
5759,10423
5760,7635
5761,8217
5762,10213
5763,6671
5764,10688
5765,7911
5766,11048
5767,9103
5768,12765
5769,4529
5770,8047
5771,9212
5772,5583
5773,13060
5774,10711
5775,14054
5776,13396
5777,9499
5778,9491
5779,9091
5780,4520
5781,5462
5782,7745
5783,8708
5784,7725
5785,8878
5786,9259
5787,7958
5788,10997
5789,7023
5790,11127
5791,8275
5792,13326
5793,6817
5794,10862
5795,9288
5796,12087
5797,8805
5798,9500
5799,7603
5800,8491
5801,12817
5802,13298
5803,8577
5804,5066
5805,6665
5806,4004
5807,11421
5808,11743
5809,15292
5810,12116
5811,4058
5812,10246
5813,6919
5814,7703
5815,10402
5816,12959
5817,9977
5818,8079
5819,8015
5820,7568
5821,12811
5822,14312
5823,10280
5824,11285
5825,8589
5826,10497
5827,6963
5828,7656
5829,2000
5830,7240
5831,12356
5832,11040
5833,8920
5834,10526
5835,7980
5836,8534
5837,15257
5838,7764
5839,14383
5840,4184
5841,6947
5842,4980
5843,9154
5844,6311
5845,13016
5846,8648
5847,14458
5848,13360
5849,8372
5850,9098
5851,12544
5852,15753
5853,9868
5854,14950
5855,2000
5856,7452
5857,14794
5858,2388
5859,2704
5860,9142
5861,8476
5862,11961
5863,6830
5864,11444
5865,9543
5866,3745
5867,8335
5868,7841
5869,6259
5870,6021
5871,9947
5872,7856
5873,11342
5874,10050
5875,8473
5876,6061
5877,11226
5878,11501
5879,3339
5880,7754
5881,7100
5882,9120
5883,4240
5884,11525
5885,11782
5886,13206
5887,13147
5888,3007
5889,11976
5890,10577
5891,10696
5892,16134
5893,10203
5894,8066
5895,5929
5896,6854
5897,4971
5898,13453
5899,6631
5900,5306
5901,6752
5902,8620
5903,4398
5904,7665
5905,11863
5906,7338
5907,3940
5908,4585
5909,10229
5910,13943
5911,14146
5912,13648
5913,9868
5914,9142
5915,13492
5916,3150
5917,9516
5918,9634
5919,6279
5920,13250
5921,8899
5922,2538
5923,8704
5924,9082
5925,11034
5926,8104
5927,11588
5928,7910
5929,9260
5930,14597
5931,9788
5932,10383
5933,8743
5934,9824
5935,2483
5936,13359
5937,3515
5938,6419
5939,9810
5940,2601
5941,8657
5942,6921
5943,11588
5944,11499
5945,5344
5946,9893
5947,5868
5948,10510
5949,4768
5950,3582
5951,6545
5952,9430
5953,7865
5954,13838
5955,11950
5956,7810
5957,13220
5958,8158
5959,10339
5960,15662
5961,4482
5962,6840
5963,7188
5964,8392
5965,10977
5966,6844
5967,8111
5968,9381
5969,9722
5970,10026
5971,5015
5972,9188
5973,12329
5974,9358
5975,13836
5976,4648
5977,9258
5978,5282
5979,7060
5980,9565
5981,7057
5982,9299
5983,11849
5984,2873
5985,4136
5986,10456
5987,11563
5988,5830
5989,9338
5990,7784
5991,11915
5992,6039
5993,12871
5994,12068
5995,13194
5996,13560
5997,9166
5998,9896
5999,7309
6000,13503
6001,8920
6002,5010
6003,9124
6004,7581
6005,11506
6006,6510
6007,3720
6008,2000
6009,13433
6010,5274
6011,3101
6012,9071
6013,4352
6014,5032
6015,5377
6016,3381
6017,11634
6018,7522
6019,8177
6020,9079
6021,7029
6022,9713
6023,9716
6024,9267
6025,5390
6026,11969
6027,3839
6028,5348
6029,10952
6030,13487
6031,10613
6032,5579
6033,4739
6034,6666
6035,6646
6036,11199
6037,7135
6038,3579
6039,13587
6040,8217
6041,7485
6042,11666
6043,7067
6044,4549
6045,10851
6046,6548
6047,7303
6048,7835
6049,7694
6050,12763
6051,11163
6052,8658
6053,7803
6054,13872
6055,12039
6056,7459
6057,4403
6058,9523
6059,6031
6060,10078
6061,15529
6062,9143
6063,12044
6064,13341
6065,10598
6066,8479
6067,10900
6068,10068
6069,9627
6070,10129
6071,9028
6072,2626
6073,6166
6074,14830
6075,10226
6076,7803
6077,9525
6078,12220
6079,4523
6080,12041
6081,12518
6082,11758
6083,8466
6084,10144
6085,8992
6086,11537
6087,7503
6088,7071
6089,6017
6090,8171
6091,4430
6092,9377
6093,11284
6094,7289
6095,2032
6096,11443
6097,8360
6098,7462
6099,10134
6100,7110
6101,13796
6102,8311
6103,4752
6104,9283
6105,8352
6106,5130
6107,5103
6108,8384
6109,11952
6110,5976
6111,9080
6112,8356
6113,6273
6114,12055
6115,11100
6116,5822
6117,5888
6118,7262
6119,6970
6120,10344
6121,9179
6122,11165
6123,17614
6124,4619
6125,9359
6126,12766
6127,12910
6128,7357
6129,3596
6130,9955
6131,9817
6132,7647
6133,7715
6134,10745
6135,13233
6136,10816
6137,8703
6138,9234
6139,10018
6140,12684
6141,8497
6142,7619
6143,3270
6144,11592
6145,10350
6146,4378
6147,8804
6148,9283
6149,4172
6150,5966
6151,7763
6152,3644
6153,10239
6154,3609
6155,11735
6156,4825
6157,10941
6158,10753
6159,8450
6160,7797
6161,15070
6162,3537
6163,6600
6164,6981
6165,11824
6166,5092
6167,12698
6168,2300
6169,8001
6170,7474
6171,10345
6172,10267
6173,6564
6174,5907
6175,9347
6176,9219
6177,15623
6178,7015
6179,7449
6180,11600
6181,10665
6182,9754
6183,6490
6184,2794
6185,11506
6186,11072
6187,6492
6188,4474
6189,14709
6190,9893
6191,10410
6192,10498
6193,14039
6194,13879
6195,6393
6196,12028
6197,7478
6198,11526
6199,9992
6200,16105
6201,8402
6202,5826
6203,9030
6204,4523
6205,10001
6206,8875
6207,11473
6208,8248
6209,14742
6210,9274
6211,13193
6212,6487
6213,6819
6214,14024
6215,11874
6216,11306
6217,9704
6218,9054
6219,13148
6220,16047
6221,10738
6222,10855
6223,10216
6224,12379
6225,9478
6226,9558
6227,7866
6228,3449
6229,8248
6230,5860
6231,10752
6232,6828
6233,11835
6234,3939
6235,3655
6236,6793
6237,9735
6238,10534
6239,8653
6240,8747
6241,9072
6242,2000
6243,12713
6244,11736
6245,9377
6246,2653
6247,10932
6248,10422
6249,8722
6250,5863
6251,7149
6252,2000
6253,7090
6254,7424
6255,11337
6256,9726
6257,5911
6258,8665
6259,9887
6260,8936
6261,7316
6262,13942
6263,9341
6264,5839
6265,8302
6266,13449
6267,9050
6268,11612
6269,11674
6270,9957
6271,7742
6272,12441
6273,9812
6274,8763
6275,12365
6276,10107
6277,5910
6278,11267
6279,11725
6280,8277
6281,7309
6282,12378
6283,11223
6284,6158
6285,9351
6286,8212
6287,10064
6288,11054
6289,12995
6290,6493
6291,9205
6292,8966
6293,4078
6294,10427
6295,7130
6296,2707
6297,13875
6298,9525
6299,6629
6300,9127
6301,9008
6302,8101
6303,7714
6304,4680
6305,6599
6306,13877
6307,16818
6308,11225
6309,9148
6310,6634
6311,7439
6312,8576
6313,9262
6314,13300
6315,7619
6316,11101
6317,8372
6318,13146
6319,6302
6320,8297
6321,15084
6322,14034
6323,7883
6324,10472
6325,8830
6326,3777
6327,13259
6328,9177
6329,7725
6330,9149
6331,8908
6332,12173
6333,3933
6334,7263
6335,13484
6336,5077
6337,7017
6338,11633
6339,8170
6340,7195
6341,6976
6342,8760
6343,12091
6344,6388
6345,4609
6346,15248
6347,9950
6348,5808
6349,6757
6350,7102
6351,7330
6352,5006
6353,9472
6354,7536
6355,10540
6356,10314
6357,13117
6358,12407
6359,8670
6360,9243
6361,7994
6362,9123
6363,5776
6364,10097
6365,6851
6366,5457
6367,11973
6368,9525
6369,4768
6370,5772
6371,9738
6372,6488
6373,5183
6374,5127
6375,6997
6376,10044
6377,7831
6378,4887
6379,8897
6380,8418
6381,8953
6382,12134
6383,2000
6384,4522
6385,11296
6386,8938
6387,10089
6388,15653
6389,12679
6390,8064
6391,10728
6392,7487
6393,10637
6394,10159
6395,7178
6396,14512
6397,15525
6398,6653
6399,7113
6400,4494
6401,9300
6402,6193
6403,2948
6404,7054
6405,7648
6406,3458
6407,12763
6408,9762
6409,3444
6410,8536
6411,10365
6412,4681
6413,5731
6414,7240
6415,4778
6416,13259
6417,6165
6418,14589
6419,9031
6420,7954
6421,9563
6422,3617
6423,3684
6424,8590
6425,9340
6426,11130
6427,2880
6428,11196
6429,12170
6430,8965
6431,9041
6432,8223
6433,13251
6434,12282
6435,9713
6436,8824
6437,9355
6438,4797
6439,12835
6440,7696
6441,9141
6442,11539
6443,7298
6444,8393
6445,11489
6446,6870
6447,6728
6448,7299
6449,7566
6450,8950
6451,2129
6452,6726
6453,7735
6454,9839
6455,9468
6456,4625
6457,12020
6458,7479
6459,6505
6460,8593
6461,13513
6462,10975
6463,10207
6464,8474
6465,7269
6466,7312
6467,12758
6468,9579
6469,11626
6470,2000
6471,8343
6472,9676
6473,15357
6474,6771
6475,8246
6476,8245
6477,12184
6478,12527
6479,9820
6480,5713
6481,9352
6482,9855
6483,6018
6484,7059
6485,6385
6486,5362
6487,11079
6488,10245
6489,8150
6490,10475
6491,14923
6492,8287
6493,10778
6494,5942
6495,6536
6496,9143
6497,3254
6498,9200
6499,6695
6500,5296
6501,3929
6502,11420
6503,8214
6504,10349
6505,9197
6506,10544
6507,7394
6508,8482
6509,8697
6510,10238
6511,10396
6512,6337
6513,4013
6514,11314
6515,10011
6516,8242
6517,11748
6518,12703
6519,2000
6520,12126
6521,9668
6522,12702
6523,7510
6524,11784
6525,13318
6526,9507
6527,7800
6528,12964
6529,7719
6530,2850
6531,6216
6532,10382
6533,12011
6534,9349
6535,4832
6536,8861
6537,9408
6538,10870
6539,6609
6540,6029
6541,9249
6542,8433
6543,6208
6544,6623
6545,9249
6546,15325
6547,11240
6548,5941
6549,2950
6550,9450
6551,10728
6552,9986
6553,7437
6554,10953
6555,6254
6556,5511
6557,9465
6558,6212
6559,13247
6560,15029
6561,5506
6562,4423
6563,14303
6564,11902
6565,12045
6566,12424
6567,3636
6568,13387
6569,6621
6570,9965
6571,6649
6572,6899
6573,9738
6574,15207
6575,11785
6576,12967
6577,3001
6578,8860
6579,7918
6580,5376
6581,8951
6582,13273
6583,8314
6584,8634
6585,9206
6586,11426
6587,5911
6588,14049
6589,10437
6590,6172
6591,8909
6592,8602
6593,10978
6594,7629
6595,9127
6596,13816
6597,3985
6598,8053
6599,9234
6600,7094
6601,5462
6602,9417
6603,12666
6604,3269
6605,6920
6606,5678
6607,8759
6608,4407
6609,6845
6610,8084
6611,10320
6612,5785
6613,7813
6614,12201
6615,11724
6616,6763
6617,8456
6618,7899
6619,14017
6620,9126
6621,9931
6622,11059
6623,3950
6624,9940
6625,4069
6626,2000
6627,7990
6628,11062
6629,6595
6630,7014
6631,11882
6632,3396
6633,6646
6634,6783
6635,6623
6636,9318
6637,8432
6638,10831
6639,6041
6640,8577
6641,13196
6642,12170
6643,11480
6644,7364
6645,5524
6646,8419
6647,5601
6648,5405
6649,5447
6650,9779
6651,9392
6652,7749
6653,4649
6654,8172
6655,11969
6656,10196
6657,13139
6658,13329
6659,12959
6660,15864
6661,8202
6662,8578
6663,9183
6664,8671
6665,9038
6666,11568
6667,10100
6668,10110
6669,10694
6670,10789
6671,12390
6672,15180
6673,10274
6674,13118
6675,4157
6676,7245
6677,8311
6678,9756
6679,8908
6680,11565
6681,7552
6682,11784
6683,7893
6684,9899
6685,5268
6686,7185
6687,12834
6688,10186
6689,5411
6690,8578
6691,10175
6692,7654
6693,6831
6694,8068
6695,10154
6696,8842
6697,11367
6698,5529
6699,9628
6700,12450
6701,5308
6702,5872
6703,4041
6704,3127
6705,8679
6706,10469
6707,13603
6708,10611
6709,11069
6710,13045
6711,8414
6712,9017
6713,12168
6714,10270
6715,7730
6716,16048
6717,6249
6718,10456
6719,8663
6720,8104
6721,10554
6722,3969
6723,4922
6724,14565
6725,7929
6726,13568
6727,6216
6728,12020
6729,10924
6730,2785
6731,4349
6732,9439
6733,12675
6734,4612
6735,6911
6736,11410
6737,10698
6738,3979
6739,8734
6740,4100
6741,5279
6742,6231
6743,5183
6744,12882
6745,6110
6746,7642
6747,7688
6748,10790
6749,10134
6750,14765
6751,7154
6752,10259
6753,8706
6754,7260
6755,5879
6756,4689
6757,15354
6758,11647
6759,10881
6760,9509
6761,8481
6762,7767
6763,3762
6764,7136
6765,8038
6766,8445
6767,6713
6768,12509
6769,6977
6770,4594
6771,5946
6772,7334
6773,7440
6774,8682
6775,11925
6776,9119
6777,6447
6778,8852
6779,9978
6780,3926
6781,5281
6782,10733
6783,2958
6784,12476
6785,10848
6786,6881
6787,10152
6788,10577
6789,3324
6790,9997
6791,8527
6792,6726
6793,7023
6794,9412
6795,12922
6796,8788
6797,10790
6798,14318
6799,11107
6800,7876
6801,14457
6802,8727
6803,10933
6804,9945
6805,9282
6806,4502
6807,15140
6808,4675
6809,12416
6810,14174
6811,5086
6812,8110
6813,9217
6814,7309
6815,11600
6816,8052
6817,7317
6818,7943
6819,2530
6820,3960
6821,13041
6822,15926
6823,13172
6824,9499
6825,6514
6826,11017
6827,12594
6828,10860
6829,7360
6830,11374
6831,5544
6832,10732
6833,11879
6834,12667
6835,4307
6836,8193
6837,3791
6838,5252
6839,7872
6840,10456
6841,14512
6842,8756
6843,10950
6844,10274
6845,3553
6846,12905
6847,11844
6848,5657
6849,2000
6850,6650
6851,12284
6852,5809
6853,13981
6854,6217
6855,5808
6856,9675
6857,8579
6858,8909
6859,4786
6860,8854
6861,4791
6862,13477
6863,11102
6864,11072
6865,3321
6866,8702
6867,5306
6868,9589
6869,8160
6870,7612
6871,8102
6872,12261
6873,7524
6874,9803
6875,10530
6876,2441
6877,10276
6878,11086
6879,6037
6880,13048
6881,12925
6882,12813
6883,9107
6884,5246
6885,15321
6886,5910
6887,4856
6888,8998
6889,10660
6890,2961
6891,12364
6892,6618
6893,8739
6894,5711
6895,14033
6896,9134
6897,2997
6898,9652
6899,13264
6900,13565
6901,8202
6902,6342
6903,9896
6904,14335
6905,11451
6906,12519
6907,13880
6908,10758
6909,8143
6910,11078
6911,7608
6912,13427
6913,6877
6914,8659
6915,8788
6916,4331
6917,8921
6918,11515
6919,8654
6920,11733
6921,14050
6922,8003
6923,10667
6924,6898
6925,13998
6926,5670
6927,9730
6928,9753
6929,11855
6930,6970
6931,7236
6932,10697
6933,14237
6934,9289
6935,16177
6936,7768
6937,14626
6938,10266
6939,10756
6940,10882
6941,7769
6942,5245
6943,4207
6944,11006
6945,10206
6946,8665
6947,6483
6948,9651
6949,9996
6950,7214
6951,9502
6952,8030
6953,11441
6954,8333
6955,9820
6956,9471
6957,4193
6958,9927
6959,15172
6960,8790
6961,6722
6962,11636
6963,12740
6964,5979
6965,11026
6966,4382
6967,11257
6968,6105
6969,9015
6970,9595
6971,11769
6972,10656
6973,2000
6974,12072
6975,14538
6976,10352
6977,9097
6978,9712
6979,7234
6980,9162
6981,6860
6982,11371
6983,7715
6984,14498
6985,11904
6986,6779
6987,14293
6988,13082
6989,5626
6990,2780
6991,8131
6992,11824
6993,3479
6994,5087
6995,8730
6996,3250
6997,7331
6998,11122
6999,9306
7000,9998
7001,8572
7002,6847
7003,9435
7004,7885
7005,10099
7006,8066
7007,6110
7008,11494
7009,8410
7010,2000
7011,10709
7012,2779
7013,6099
7014,6441
7015,13215
7016,14758
7017,3742
7018,6153
7019,7155
7020,9881
7021,9481
7022,10065
7023,9849
7024,2534
7025,8354
7026,5418
7027,8955
7028,10859
7029,7914
7030,9171
7031,6751
7032,9553
7033,9919
7034,12404
7035,8815
7036,10938
7037,7898
7038,4117
7039,11380
7040,10474
7041,11460
7042,11342
7043,13857
7044,8766
7045,8683
7046,10414
7047,4827
7048,10340
7049,9024
7050,15761
7051,7779
7052,3837
7053,9469
7054,7241
7055,14860
7056,6410
7057,10671
7058,6988
7059,10238
7060,6303
7061,10667
7062,10904
7063,5692
7064,7070
7065,3410
7066,11467
7067,14433
7068,7926
7069,14939
7070,9594
7071,11369
7072,9874
7073,9711
7074,5095
7075,11998
7076,7039
7077,12790
7078,12216
7079,14876
7080,2515
7081,5717
7082,9413
7083,13467
7084,2000
7085,12264
7086,7681
7087,10460
7088,8418
7089,10173
7090,7664
7091,3815
7092,10814
7093,5986
7094,8624
7095,11867
7096,12434
7097,10170
7098,11071
7099,6113
7100,11922
7101,7418
7102,11670
7103,12580
7104,12223
7105,7830
7106,16705
7107,9514
7108,11374
7109,10434
7110,8490
7111,11805
7112,9503
7113,9833
7114,10275
7115,8292
7116,8562
7117,11689
7118,6937
7119,12647
7120,9652
7121,7169
7122,3533
7123,15380
7124,7121
7125,5748
7126,9708
7127,2946
7128,4679
7129,12631
7130,7321
7131,7229
7132,7722
7133,3805
7134,12722
7135,6164
7136,5174
7137,10881
7138,13061
7139,7627
7140,13232
7141,15416
7142,11759
7143,4572
7144,7985
7145,14062
7146,6076
7147,7535
7148,11374
7149,10093
7150,4425
7151,7720
7152,5117
7153,8785
7154,4805
7155,11312
7156,8849
7157,8630
7158,11332
7159,9475
7160,8178
7161,7209
